Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Thompson,4,3009900,30100
Martin,0,997700,9978
Moore,1,855700,8558
Harris,3,4021800,40219
White,1,598300,5984
Moore,1,181000,1811
Wilson,3,3671700,36718
Miller,4,3623600,36237
Wilson,2,3319400,33195
Robinson,0,168800,1689
White,0,3920400,39205
Thomas,2,279400,2795
Robinson,2,2759900,27600
Robinson,1,1933400,19335
Johnson,3,3482100,34822
Johnson,4,1945700,19458
Anderson,4,1003500,10036
Miller,2,3816300,38164
Thompson,2,1087700,10878
Taylor,4,3543700,35438
Johnson,3,3737100,37372
Thomas,0,922700,9228
Taylor,1,631700,6318
Jackson,4,521300,5214
Johnson,3,2399900,24000
Williams,1,3353200,33533
Thomas,0,1205500,12056
Martin,3,2138700,21388
Williams,3,400300,4004
White,0,1941800,19419
Martin,1,2229800,22299
Johnson,3,603900,6040
Smith,4,2214600,22147
Martinez,3,378000,3781
White,4,2010900,20110
Davis,0,2047200,20473
Martin,0,3837800,38379
Martin,2,1725900,17260
Smith,2,704100,7042
Davis,3,2232800,22329
Taylor,0,2141400,21415
Jackson,0,1597000,15971
Martinez,2,74300,744
White,4,725800,7259
Moore,4,263500,2636
Davis,3,1197900,11980
Robinson,1,2454100,24542
Davis,4,1066900,10670
Jackson,2,3316600,33167
Wilson,4,1107400,11075
Harris,4,3057200,30573
Miller,0,1487600,14877
Williams,1,3332400,33325
Robinson,0,3783000,37831
Jones,2,1625200,16253
Anderson,1,908300,9084
Robinson,3,4146500,41466
Wilson,3,4211300,42114
Garcia,4,670100,6702
Brown,0,888700,8888
Thomas,1,3793700,37938
White,3,2655600,26557
Jones,1,2070700,20708
Jackson,0,2007200,20073
Johnson,1,2282500,22826
Moore,4,1738800,17389
Taylor,4,3898500,38986
Thompson,0,562400,5625
Davis,3,42800,429
Harris,1,195300,1954
Martinez,0,221400,2215
Robinson,4,2760600,27607
Moore,4,2989000,29891
Davis,4,1757900,17580
Thomas,1,858600,8587
Jones,1,2776500,27766
Harris,3,2979400,29795
Miller,4,3988100,39882
Moore,0,2041300,20414
White,4,2613600,26137
Garcia,0,3959700,39598
Williams,1,2467200,24673
Garcia,0,4266100,42662
Miller,4,369000,3691
Brown,3,4033300,40334
Miller,2,326900,3270
Robinson,2,165600,1657
Anderson,1,4366900,43670
Jackson,4,1196800,11969
Anderson,3,2212800,22129
Brown,4,1162000,11621
Taylor,3,3385700,33858
Martin,0,961200,9613
Martinez,1,3777500,37776
Thompson,2,1217800,12179
Jones,1,876600,8767
Jones,3,732600,7327
Martinez,3,1431300,14314
Davis,1,1269300,12694
Smith,0,3864900,38650
Harris,3,422500,4226
Brown,3,2397600,23977
Brown,0,3228400,32285
Garcia,4,2611000,26111
Moore,4,3365200,33653
White,4,2900900,29010
Moore,3,883800,8839
Jackson,0,2558000,25581
Davis,3,4163600,41637
Harris,2,4179700,41798
Williams,0,343200,3433
Garcia,2,4058500,40586
Moore,1,3122500,31226
Brown,3,2722200,27223
Jackson,0,3631000,36311
Garcia,0,3868700,38688
Wilson,3,4255600,42557
Smith,4,493700,4938
Williams,4,521200,5213
Miller,4,2495800,24959
Jackson,4,134900,1350
Thompson,3,900400,9005
Jones,1,1205900,12060
Jones,3,1234300,12344
Taylor,0,68700,688
Jackson,0,1695600,16957
Taylor,4,1146100,11462
Wilson,2,2637800,26379
Moore,0,2639000,26380
Jackson,1,1958700,19588
Smith,0,1479200,14793
Garcia,0,708500,7086
Smith,2,4008300,40084
Jackson,4,1004100,10042
Martinez,0,2764400,27645
Thompson,0,2298700,22988
Jackson,4,2911500,29116
Taylor,4,2912300,29124
Martinez,1,742600,7427
Martinez,1,3789200,37893
Smith,2,2685800,26859
Martinez,3,4052200,40523
Jackson,3,2468600,24687
Miller,0,235700,2358
Robinson,0,3246600,32467
Martinez,0,154500,1546
Robinson,1,865700,8647
Jones,2,3562700,35628
Williams,3,1981500,19816
Robinson,0,877600,8777
Johnson,1,3010500,30106
Thomas,4,2972100,29722
Jones,2,3689500,36896
Martin,3,2831800,28319
Smith,3,2935900,29360
Williams,3,485900,4860
Thompson,1,3082000,30821
Harris,2,1609500,16096
Garcia,3,3684700,36848
Martin,1,84400,845
Anderson,1,1663000,16631
Miller,1,3327400,33275
Brown,1,1098200,10983
Johnson,0,283600,2837
Wilson,3,2619800,26199
Taylor,0,699700,6998
White,2,2884900,28850
Johnson,2,800400,8005
Wilson,4,1266800,12669
Robinson,3,3994000,39941
Taylor,4,1272400,12725
Taylor,3,316300,3164
Davis,3,3389400,33895
Jackson,2,4192300,41924
Wilson,3,1000000,10001
Taylor,4,3661000,36611
Smith,2,3400700,34008
Brown,1,728800,7289
Davis,2,3741300,37414
Wilson,4,2741300,27414
Davis,3,2066100,20662
Robinson,4,3394000,33941
White,2,110600,1107
Harris,3,2996000,29961
Robinson,0,245600,2457
Miller,4,3779900,37800
Martin,1,1761900,17620
Miller,4,2930700,29308
Taylor,4,4116100,41162
Harris,1,4083800,40839
Smith,3,3521500,35216
Martinez,1,442700,4428
Martin,3,344300,3444
Jones,1,3615000,36151
Anderson,0,3662200,36623
Miller,4,2746800,27469
Martin,3,1192800,11929
Brown,1,1896300,18964
Harris,2,3714300,37144
Davis,2,2100900,21010
Martin,1,87300,874
Davis,1,2904600,29047
Taylor,1,2787900,27880
Davis,0,113600,1126
Johnson,1,977500,9776
Martin,1,2351800,23519
Davis,3,1140800,11409
Davis,4,853100,8532
Thomas,3,2420000,24201
Martinez,3,1596900,15970
Davis,0,3920600,39207
Thompson,2,4098200,40983
Jones,3,3337300,33374
Miller,2,860900,8610
Brown,1,3304700,33048
Jackson,2,2112000,21110
Martinez,3,103800,1039
Miller,3,4300200,43003
Robinson,4,94800,949
Williams,4,143700,1438
Johnson,4,4015300,40154
Martinez,1,1795800,17959
Anderson,3,3330800,33309
Martin,1,2202000,22021
Johnson,1,3689000,36891
Moore,0,3448300,34484
Harris,3,4191200,41913
Harris,3,286700,2868
Taylor,1,3590100,35902
Moore,0,257300,2574
Jackson,3,451700,4518
Moore,3,3146700,31468
Moore,1,2470100,24702
Martinez,2,454900,4550
Moore,4,2609400,26095
White,4,1760300,17604
Johnson,2,3387800,33879
Robinson,4,1582200,15823
Anderson,0,591500,5916
Anderson,1,3910000,39101
Wilson,2,461400,4615
Brown,0,1297400,12975
Anderson,2,1217400,12175
Anderson,0,3932200,39323
Thomas,1,726700,7268
Jones,3,743500,7425
Martinez,2,628200,6283
Anderson,4,737100,7372
Brown,4,2055700,20558
Williams,3,383300,3834
Martin,2,2398100,23982
Martin,0,1831400,18315
Harris,3,3268000,32681
Miller,0,2005700,20058
Jones,4,1005900,10060
Jones,4,2608900,26090
Johnson,0,2149200,21493
Smith,2,204000,2041
Robinson,2,2774500,27746
Taylor,2,597000,5971
Moore,0,3564200,35643
Harris,1,2047000,20471
Thompson,3,2876100,28762
Smith,3,2089400,20895
Moore,2,3752500,37526
Robinson,1,4046200,40463
Martin,1,2596600,25967
Harris,4,3754500,37546
Thompson,0,3341400,33415
Thompson,2,1341700,13418
Jones,4,3452400,34514
Martin,2,671200,6713
Jones,4,1772800,17729
Thompson,2,2802500,28026
Jones,2,3956000,39561
Jackson,1,884400,8845
Thompson,3,4160500,41606
Thompson,1,3859200,38593
Garcia,2,4282000,42821
Harris,4,1381000,13811
Harris,1,4033900,40340
Smith,3,2212300,22124
Robinson,0,1497700,14978
Jackson,4,3451600,34517
Harris,3,2107500,21076
White,3,1328900,13290
Robinson,3,1556900,15570
Martinez,3,2090100,20902
Thomas,0,2592900,25930
Robinson,1,3003300,30034
Miller,1,1544600,15447
White,3,449700,4498
Taylor,0,758700,7588
Smith,0,1751200,17513
Anderson,4,3862600,38627
White,3,4175100,41752
Robinson,2,1702200,17023
Jackson,1,4268000,42681
Martinez,3,293700,2938
White,3,3181500,31816
Miller,1,1463400,14635
Johnson,2,2627500,26276
Robinson,0,4292200,42923
Wilson,3,2083200,20833
Davis,0,3702900,37030
Harris,1,2030200,20303
Anderson,3,755900,7560
White,2,730500,7306
Harris,4,3701700,37018
Martin,2,3552100,35522
Thomas,1,489000,4891
Thompson,3,664400,6645
Garcia,1,3569500,35696
Robinson,3,2845800,28459
Thomas,4,2671100,26712
Thomas,2,3345100,33452
Anderson,0,3108400,31085
Martin,4,3895000,38951
Taylor,3,3518400,35185
Thompson,1,159200,1593
Robinson,1,2825700,28258
Davis,4,3615100,36152
Wilson,4,3380800,33809
Jackson,0,3205100,32052
Smith,0,1825200,18253
Garcia,0,3044600,30447
Martin,0,473400,4735
Moore,4,604600,6047
Thomas,0,2545600,25457
Jackson,4,2033400,20324
Wilson,2,3611700,36118
Moore,4,1719800,17199
Davis,4,887100,8872
Jones,1,2964200,29643
Brown,2,2821800,28219
Jones,0,2118200,21183
Johnson,1,178700,1788
Martin,1,2900,30
Taylor,2,895300,8954
Davis,3,2230100,22302
Jones,2,1561300,15614
Davis,3,3573700,35738
Jones,1,3739700,37398
Anderson,3,780400,7805
Martinez,0,1960000,19601
Johnson,1,652300,6524
Brown,3,1776000,17761
Moore,3,2287100,22872
Smith,4,1042600,10427
Taylor,1,1294000,12941
Brown,1,3985600,39857
Davis,4,2089300,20894
Davis,4,3507400,35075
Miller,1,2752300,27524
Thompson,3,472300,4724
White,4,2307700,23078
Thompson,3,1478900,14790
White,2,1339100,13392
Harris,3,1788000,17881
Brown,3,72000,721
Moore,4,2317000,23171
Taylor,0,4281200,42813
Jones,4,23100,232
Moore,4,243100,2432
Johnson,2,1035900,10349
Garcia,2,4002300,40024
Robinson,2,902000,9021
Taylor,1,2577600,25777
Taylor,1,653100,6532
Miller,2,1514400,15145
Martin,3,861000,8611
Williams,3,1335600,13357
Jones,3,986800,9869
Anderson,1,1530900,15310
Moore,2,87900,880
Martin,4,3373000,33731
Wilson,1,2507400,25075
Thomas,0,1887000,18871
Jones,3,1997800,19979
Harris,3,3454700,34548
Garcia,0,257800,2579
Brown,2,4244000,42441
Brown,0,4287900,42880
Harris,1,1494300,14944
Anderson,2,2728700,27288
Jones,3,3393500,33936
Miller,1,3295100,32952
Moore,1,2425400,24255
White,4,1944200,19443
Brown,3,2696200,26963
Brown,0,3883500,38836
Moore,2,657600,6577
Anderson,2,2754800,27549
Garcia,1,4086900,40870
Smith,1,1991900,19920
Garcia,4,3430200,34303
Davis,2,4325400,43255
Jackson,2,3159900,31600
Martin,2,4067000,40671
Williams,0,1626900,16270
Jones,4,461600,4617
Anderson,0,1063800,10639
Smith,0,1375000,13751
Williams,3,3076100,30762
Thomas,3,2719500,27196
Anderson,0,1989800,19899
White,4,606900,6070
Brown,4,3790400,37905
Johnson,1,705300,7054
Harris,2,3585100,35852
Wilson,3,2369000,23691
Robinson,4,3813700,38138
Williams,1,53900,540
Jones,0,3412500,34126
Taylor,2,3732000,37321
Thomas,2,4368400,43685
Smith,1,4019800,40199
Harris,2,3601600,36017
Martinez,1,1984800,19849
White,2,2100,22
Taylor,3,991100,9912
Johnson,4,3618400,36185
Smith,3,1055000,10551
Smith,4,430900,4310
Miller,4,405000,4051
Wilson,4,3736100,37362
Smith,2,2602500,26026
Anderson,3,4084400,40845
Miller,1,570600,5707
Moore,0,1951700,19518
White,2,2127400,21275
Williams,0,1265600,12657
Brown,2,63700,638
Brown,4,2868500,28686
Moore,3,277500,2776
White,2,3051500,30516
Brown,0,514700,5148
Garcia,0,265300,2654
Martinez,0,378600,3787
Williams,1,3190500,31906
Robinson,1,531000,5311
Taylor,4,720100,7202
Davis,4,3245400,32455
Garcia,0,2800000,28001
Thomas,3,3604500,36046
Garcia,1,491500,4916
Garcia,4,745700,7458
Miller,3,1376100,13762
Moore,4,1945000,19451
Martin,1,89100,892
Williams,3,809700,8098
Anderson,2,221500,2216
Thomas,4,1861800,18619
Thompson,0,526300,5264
Williams,0,1181800,11819
Moore,3,2151700,21518
Taylor,0,2633500,26336
Robinson,3,2011400,20115
Davis,1,2098600,20987
Anderson,3,870000,8701
Harris,4,3118800,31189
Martinez,3,504600,5047
Martin,3,2572800,25729
Williams,0,1254400,12545
Anderson,4,804200,8043
Johnson,0,1151100,11512
Miller,4,2008000,20081
Jackson,0,1132900,11330
Wilson,0,850700,8508
Jackson,1,510500,5106
Jackson,1,1389200,13893
Thomas,2,1278800,12789
Smith,0,1117100,11172
White,4,3469600,34697
Robinson,1,2666600,26667
White,3,3407400,34075
Brown,4,1108600,11087
Johnson,4,1447700,14478
Thomas,3,954300,9544
Martin,0,1283600,12837
Davis,0,2910300,29104
Garcia,3,3251700,32518
Johnson,4,1355100,13552
Jackson,2,2401000,24011
Thompson,4,2300400,22994
Anderson,1,617000,6171
Miller,4,3643700,36438
Garcia,2,3514400,35145
Jackson,4,1153100,11532
Robinson,2,1131900,11320
Thompson,0,2595100,25952
Miller,3,3394100,33942
Brown,2,2337200,23373
Jones,3,2887600,28877
Miller,1,1061800,10619
Williams,0,566100,5662
Smith,2,3666800,36669
Moore,0,24700,248
Robinson,1,3158100,31582
Jones,1,1175100,11752
Martin,4,337200,3373
Harris,3,3536400,35365
Taylor,4,2863700,28638
Thomas,0,2580400,25805
Martinez,1,979000,9791
Robinson,1,1224600,12247
Anderson,3,1767000,17671
Smith,0,2924600,29247
Jones,1,529500,5296
Jackson,0,1462900,14630
Jackson,0,2855600,28557
Miller,0,528200,5283
Harris,1,923300,9234
Garcia,2,864500,8646
Harris,4,2186600,21867
Jones,1,998400,9985
Wilson,2,4131300,41314
Smith,0,423400,4235
Davis,4,2619600,26197
Davis,0,1818700,18188
Anderson,3,680100,6802
Taylor,2,2697600,26977
Williams,1,2676100,26762
Anderson,3,150600,1507
Moore,1,494400,4945
Thomas,4,3464700,34648
Miller,0,4235900,42360
Miller,4,2073700,20738
Garcia,2,2978600,29787
Thomas,4,3602500,36026
Garcia,1,3497600,34977
White,2,1842800,18429
Thompson,0,2303600,23037
Thomas,0,1027300,10274
Thompson,2,14100,142
Thomas,0,3657300,36574
Brown,4,4169100,41692
Miller,3,1771900,17720
Jones,0,915900,9160
Jones,0,2117700,21178
Robinson,0,3801300,38014
Martin,0,3639900,36400
Thompson,0,562200,5623
Robinson,1,2028700,20288
Williams,2,609800,6099
Martinez,0,2950100,29502
Smith,2,1481200,14813
Brown,1,3111500,31116
Martinez,2,387200,3873
Robinson,4,934700,9348
Robinson,1,2341700,23418
Jackson,4,390600,3907
Moore,4,2926900,29270
Smith,0,84600,847
Thompson,3,3074200,30743
Wilson,0,4064600,40647
Garcia,4,3253800,32539
Smith,0,478100,4782
Martinez,1,3677000,36771
Brown,1,2705400,27055
Brown,1,1325500,13256
Thompson,2,597700,5978
Wilson,2,3175000,31751
White,2,3930000,39301
Martin,3,3877100,38772
Robinson,2,569200,5693
Jones,0,477700,4767
Robinson,3,766100,7662
Johnson,1,2909100,29092
Jackson,0,542700,5428
Jones,2,4178700,41788
Martinez,0,4266800,42669
Jones,3,1519000,15191
Johnson,2,858900,8590
Johnson,3,1558500,15586
Jackson,2,635400,6355
Jones,2,2025500,20256
Wilson,1,1023900,10240
Thompson,2,4068900,40690
Wilson,1,986000,9861
Robinson,0,3794800,37949
Thomas,2,382900,3830
White,1,1540100,15402
Anderson,0,2260000,22601
Thompson,4,2324300,23244
Garcia,2,2876300,28764
White,0,505600,5057
Anderson,1,3098800,30989
Williams,4,1815200,18153
Taylor,0,678100,6782
Jones,1,3748500,37486
Thomas,1,3123400,31235
Anderson,0,1002500,10026
Jones,4,2745900,27460
Brown,1,764300,7644
Miller,0,2823300,28234
White,2,115400,1155
Smith,0,1312800,13129
Johnson,2,3276000,32761
Thompson,2,4326500,43266
Moore,0,1012200,10123
Anderson,0,879100,8792
Garcia,1,1962600,19627
Garcia,2,2327100,23272
Johnson,3,1612600,16127
Davis,2,3238600,32387
Thompson,2,141400,1415
Anderson,4,973800,9739
Williams,1,575000,5751
Garcia,3,2599200,25993
Anderson,1,7700,78
Jackson,3,691900,6920
Thomas,4,3445800,34459
White,1,3412000,34121
White,2,2851700,28518
Taylor,3,2853200,28533
Williams,0,3532100,35322
Thomas,3,2417700,24178
Robinson,0,1232800,12329
Jackson,1,737200,7373
Moore,1,2245600,22457
Harris,3,2432900,24319
Williams,3,2437300,24374
Garcia,2,1248300,12484
Anderson,3,1207800,12079
Robinson,3,852100,8522
Anderson,3,1682100,16822
Martinez,1,2328300,23284
Jackson,4,2264700,22648
Martin,2,2715700,27158
Johnson,3,1821000,18211
Martin,1,1731000,17311
Garcia,2,3874900,38750
Harris,4,1584300,15833
Martin,1,2248600,22487
Garcia,4,2325200,23253
Williams,4,2681200,26813
Harris,4,353200,3533
Miller,4,139600,1397
Smith,2,171900,1720
Davis,2,3226800,32258
Garcia,4,3480900,34810
Smith,0,2410400,24105
Jackson,4,1875800,18759
Jackson,3,640500,6406
Thompson,4,2072300,20724
Jones,3,542500,5426
Johnson,3,233400,2335
White,1,3074600,30747
Thomas,3,2213700,22138
Jackson,2,1007600,10077
Taylor,4,1204600,12047
Jackson,2,2216200,22163
Smith,2,2402700,24028
Garcia,4,348800,3489
Taylor,4,2394700,23948
Thomas,4,1255600,12557
Harris,3,1439600,14397
Jones,1,1082400,10825
Davis,4,327000,3271
Johnson,2,2350600,23507
Johnson,3,197100,1972
Jackson,3,1768000,17681
Jackson,0,2795600,27957
Thompson,1,2003900,20040
Anderson,1,457100,4572
Jackson,2,2307900,23080
Moore,4,2648900,26490
Davis,2,1399500,13985
Wilson,2,1622500,16226
Williams,3,3263500,32636
Williams,2,1902800,19029
Thomas,2,3608300,36084
Jones,1,1007800,10079
Robinson,2,478500,4786
Thomas,0,2359800,23599
Jackson,1,1587400,15875
Jones,4,2972400,29725
Thomas,3,1639800,16399
White,1,2041700,20418
Jones,1,1190400,11905
Brown,0,2068700,20688
Jackson,0,1375500,13756
Williams,3,56800,569
Thompson,1,2360600,23607
Moore,3,2347000,23471
Jones,4,891000,8911
Thomas,3,1811400,18115
Davis,3,2860700,28608
Moore,3,4042800,40429
Martinez,1,3133300,31334
Martin,3,3485200,34853
Moore,2,671300,6714
Thompson,0,2377500,23776
Robinson,4,3866900,38670
Davis,0,658300,6584
Taylor,2,348400,3485
Moore,1,2103500,21036
Jackson,4,2992800,29929
Jones,0,3341100,33412
Anderson,4,3539300,35394
Thompson,1,1246400,12465
Brown,2,3112000,31121
Thomas,3,3335400,33355
Williams,0,1109700,11098
Jones,3,3274200,32743
Harris,1,989300,9894
Martin,4,3876100,38762
Robinson,4,2298600,22987
Thomas,3,168900,1690
Thompson,0,4028800,40289
Miller,4,1597300,15974
Jones,4,3816500,38166
Thomas,3,3676100,36762
Davis,0,32400,325
Davis,2,215900,2160
Moore,0,1183000,11831
Thompson,0,854800,8549
Anderson,3,1944300,19444
Jones,1,1391100,13912
Anderson,0,3995100,39952
Thompson,2,3160500,31606
Moore,2,2391200,23913
Taylor,0,3943600,39437
Anderson,4,4295600,42957
Johnson,1,2098000,20981
Anderson,2,3029900,30300
Jackson,3,786000,7861
Davis,1,1349600,13497
Johnson,0,379100,3792
Miller,0,2903300,29034
Jones,4,3980900,39799
Martinez,0,3579600,35797
Jackson,1,3690200,36903
Martinez,2,3735900,37360
Moore,2,3539500,35396
Williams,4,2997900,29980
Wilson,2,4342500,43426
Brown,1,3219800,32199
Brown,1,3750900,37510
Jackson,2,1703800,17039
Garcia,3,3939400,39395
Smith,0,2166100,21662
Thompson,2,590600,5907
Robinson,0,396000,3961
Moore,0,2687400,26875
Johnson,3,4328400,43285
Anderson,3,4198900,41990
Miller,1,1868000,18681
Davis,0,1275800,12759
Thomas,0,1314500,13146
Davis,2,2326100,23262
Taylor,4,2558200,25583
Wilson,0,1117300,11174
Martinez,3,1025700,10258
Harris,1,2473400,24724
Garcia,3,4142700,41428
Moore,3,2942000,29421
Brown,0,4061100,40612
Wilson,3,3677800,36779
Williams,1,876900,8770
Martinez,2,2678200,26783
Martin,3,3275200,32753
Williams,1,887400,8875
Anderson,4,2945300,29454
Jones,0,3057900,30580
Smith,4,2151000,21511
Jackson,3,465900,4660
Moore,3,3368400,33685
Brown,4,3756300,37564
Wilson,3,1838800,18389
Martinez,4,2608200,26083
Taylor,4,4234200,42343
Martinez,4,1787300,17874
Moore,1,3167400,31675
Jackson,2,1997300,19974
Thomas,3,1647900,16480
Miller,3,4325300,43243
Brown,0,1085500,10856
Garcia,2,2885100,28852
Jones,4,4003500,40036
White,4,1631500,16316
Johnson,4,1369100,13692
Jackson,4,955000,9551
Taylor,1,1657400,16575
Moore,4,1638600,16387
Jones,3,1204300,12044
Thomas,2,4259900,42600
Robinson,0,2137100,21372
Thomas,4,2718100,27182
Davis,4,4050100,40502
Johnson,4,121300,1214
Harris,1,2920100,29202
Moore,1,376900,3770
Moore,3,3886400,38865
Anderson,3,2330800,23309
Jackson,1,2843400,28435
Smith,0,4355100,43552
Jackson,3,2502500,25026
Miller,0,89900,900
White,3,1332800,13329
Jones,2,3682300,36824
White,4,97000,971
Taylor,2,2613300,26134
Miller,4,909700,9098
Martin,0,3020400,30205
Miller,0,2903500,29036
Garcia,1,3546700,35468
Taylor,1,1067600,10677
Jones,3,979600,9797
Miller,1,2024000,20241
Robinson,4,1744600,17447
Anderson,0,1796300,17964
Garcia,3,2243200,22433
Wilson,3,3382500,33826
Thomas,2,2827500,28276
Brown,3,185800,1859
Jackson,3,3129900,31300
Thompson,3,2197600,21977
Martin,4,46600,467
Thomas,0,2255500,22556
Thompson,1,270800,2709
Thomas,0,1702300,17024
Robinson,2,4322300,43224
Jackson,2,564500,5646
Davis,4,686000,6861
Brown,3,1793700,17938
Harris,4,2471600,24717
Moore,4,3467000,34671
Anderson,0,3855100,38552
Moore,3,2121100,21212
Jones,3,3461100,34612
Moore,2,3479200,34793
Robinson,3,1675200,16753
Thompson,2,4106700,41068
Robinson,0,3632700,36328
Moore,3,2970100,29702
Martin,0,2127800,21279
Anderson,2,3571500,35716
Williams,2,1072200,10723
Taylor,2,3221000,32211
Robinson,2,617900,6180
Taylor,3,1298400,12985
Harris,3,1571500,15716
Martin,2,787600,7877
Martin,2,2633200,26333
Wilson,3,2817500,28176
Thomas,4,107100,1072
Martinez,2,997400,9975
Robinson,4,1824900,18250
Smith,2,3348800,33489
Johnson,1,1012900,10130
Davis,4,3726600,37267
Robinson,2,3265800,32659
Moore,0,3205800,32059
Martinez,2,896000,8961
Martin,3,4308900,43090
Smith,3,1136400,11365
Martin,0,1756100,17562
Davis,4,3322100,33222
Martin,0,2078300,20784
Jones,3,2190800,21909
Moore,3,1188300,11884
White,1,103500,1036
Robinson,3,1277400,12775
Brown,2,3998200,39983
Williams,4,1727300,17263
Wilson,3,1358800,13589
Davis,3,743800,7439
Davis,0,3554400,35545
Thompson,0,3896300,38964
Jones,2,1137400,11375
Brown,0,3720900,37210
Brown,1,3638000,36381
Miller,3,2871700,28718
White,1,3881300,38814
Davis,3,942600,9427
Williams,4,833200,8333
Robinson,0,1663800,16639
Brown,0,1222100,12222
Harris,0,675300,6754
Wilson,3,740500,7406
Johnson,3,3786000,37861
Moore,4,1457700,14578
Thomas,3,961400,9615
Taylor,0,551700,5518
Thompson,3,3497700,34978
Moore,1,3908400,39085
Wilson,3,2261600,22617
Thompson,1,2626400,26265
Johnson,3,778600,7787
Jackson,0,2101400,21015
Martin,1,1090700,10908
Miller,3,1615400,16155
Robinson,3,1015200,10153
Martinez,1,2488700,24888
Moore,3,3842800,38429
Garcia,3,267400,2675
Brown,3,2840200,28403
Robinson,1,3955500,39556
White,3,3730500,37306
Davis,3,822000,8221
Garcia,3,2883400,28835
Brown,2,1491300,14914
Jackson,1,814300,8144
Wilson,3,2643200,26433
Taylor,4,58000,581
Jones,2,4310800,43109
Martin,0,2435900,24360
Davis,2,1793600,17937
Jones,3,98600,987
Harris,0,2653900,26540
Moore,2,3551600,35517
Harris,0,894600,8947
Harris,3,4193000,41931
Taylor,0,3325400,33255
